Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1.088215208,3.112178192,-13.02187088,-11.40538239
1.098209208,-0.076790314,-17.38365051,-6.036197662
1.108202208,-3.14286438,-24.67783218,5.208419037
1.118195208,2.379451904,-25.41519882,7.818092194
1.128188208,9.681866455,-14.13525558,1.889520721
1.138181208,5.487289124,-10.55949142,1.623224487
1.148175208,5.115162964,-9.440568237,0.172441406
1.158168208,5.771548004,-7.744445343,-1.683099976
1.168161208,5.590274963,-7.03342392,-0.939446411
1.178154208,4.756508789,-6.962321777,-0.286953278
1.188148208,3.563339996,-7.707023163,0.17199234
1.198141208,3.509751434,-8.430019684,0.600401459
1.208134208,3.644022217,-8.295150146,0.671054535
1.218127208,4.815635834,-7.727829895,-0.149389343
1.228120208,5.761069794,-7.40899292,-0.336649933
1.238114208,5.680836639,-7.328909454,0.293539581
1.248107208,5.60000473,-7.497608643,0.56986496
1.258100208,6.03769455,-7.564220123,0.379909973
1.268093208,5.24314682,-7.965236206,0.234113159
1.278087208,4.679419098,-8.382568359,0.113913116
1.288080208,4.499044189,-8.039481812,-0.295335846
1.298073208,3.856131134,-8.73583374,-0.196241913
1.308066208,3.582200775,-8.006999359,0.465382233
1.318059208,3.356021118,-7.151228943,0.761616211
1.328053208,2.055675201,-4.695735168,0.702339478
1.338046208,-0.172740784,-1.071621552,0.339494019
1.348039208,-0.265098724,0.460143127,1.308728485
1.358032208,0.482746124,-0.417182465,1.580114136
1.368026208,1.146016846,-0.947529602,-0.568517761
1.378019208,1.18763031,1.010548553,-3.475772095
1.388012208,-0.194745026,2.341430969,-1.733096008
1.398005208,-2.338287506,4.434827728,0.349223785
1.407998208,-3.498375092,5.895939331,1.236877899
1.417992208,-5.151088257,6.668183441,1.203796692
1.427985208,-5.603447571,9.654174042,-0.981059875
1.437978208,-4.822521515,10.1138681,-0.302969971
1.447971208,-3.70449646,3.331172791,-0.87522995
1.457965208,-3.059487762,-35.24001801,-1.751956787
1.467958208,-7.007378082,-99.23179642,-3.986809387
1.477951208,-4.986580353,-33.01264984,-0.258811798
1.487944208,7.087611237,-11.052117,-2.042203217
1.497937208,11.8298996,-16.81797684,-2.874023438
1.507931208,18.6604953,-19.43633194,-1.610800323
1.517924208,20.80313965,-20.03074585,-2.515818329
1.527917208,18.75794266,-19.03262146,-1.396595764
1.537910208,15.11062729,-17.98839294,-1.441801758
1.547903208,7.736062775,-15.09356277,-1.69432663
1.557897208,0.124690704,-15.20508087,2.799628143
1.567890208,-3.248843994,-15.66282898,-2.647095337
1.577883208,-4.461172943,-13.83408188,-13.58095825
1.587876208,-6.887926483,-11.30763565,-18.21442291
1.597870208,-10.90721832,-7.940836945,-9.289831696
1.607863208,-9.746681671,-6.08439743,4.747377777
1.617856208,-6.846911774,-4.434827728,11.58740387
1.627849208,-5.866600342,-1.60885437,2.832110596
1.637842208,-8.488098907,-0.971629486,-1.303938446
1.647836208,-13.58095825,-5.036726074,4.862638092
1.657829208,-14.88863892,-10.45141617,6.672225037
1.667822208,-13.42947327,-14.54555237,1.877246246
1.677815208,-13.75220215,-20.10020142,-1.057850189
1.687808583,-13.47602646,-28.46211273,-1.712588654
1.697801583,-10.92368408,-37.55555283,-1.26022934
1.707794583,-5.946833496,-39.94638107,2.267784119
1.717787583,1.151106262,-35.30633011,4.277654572
1.727781583,9.338031464,-29.29977081,2.108365631
1.737774583,12.10338089,-23.57567413,-2.021845551
1.747767583,10.30172745,-17.82163971,-4.346212006
1.757760583,8.510252838,-11.81822388,-4.055217133
1.767753583,6.228697357,-7.894433441,-3.784729614
1.777747583,3.342249756,-5.181774445,-4.355492706
1.787740583,1.346450043,-2.238445129,-4.750970306
1.797733583,0.775537262,0.06556366,-4.905
1.807726583,0.837358704,1.478026428,-4.525988159
1.817720583,0.685873718,2.586920471,-4.567002869
1.827713583,0.586031342,3.393592987,-3.896547089
1.837706583,0.84364563,4.097878418,-2.216440887
1.847699583,1.5527211,4.604724426,-1.140927429
1.857692583,2.3635849,4.733905792,-0.887055359
1.867686583,2.510579224,4.227359161,-0.213755493
1.877679583,2.208208008,3.465144196,0.293838959
1.887672583,1.804647217,2.624642029,0.393980713
1.897665583,1.082698517,2.041155396,1.101110229
1.907658583,0.158969421,1.407672729,2.193239136
1.917652583,-0.593665466,0.890348511,3.124003601
1.927645583,-1.001716919,0.560135193,3.490291901
1.937638583,-0.948727112,0.452958069,3.429967346
1.947631583,-0.85651886,0.275576935,2.926713867
1.957625583,-0.931662598,-0.169747009,2.021995239
1.967618583,-1.029259644,-0.656085663,1.093925171
1.977611583,-1.45093277,-1.43686203,0.51477951
1.987604583,-1.722767487,-2.208956451,-0.220940552
