"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.680561958E0,-9.382489014E-1,6.441105652E-1,6.536906433E-1
2.690591958E0,-6.114784241E-1,6.451583862E-1,1.106948090E0
2.700620958E0,-3.966751099E-2,5.481600952E-1,1.598974915E0
2.710650958E0,4.071533203E-1,3.826043701E-1,2.134561157E0
2.720679958E0,7.623646545E-1,2.671943665E-1,2.504591675E0
2.730708958E0,1.083147583E0,2.130070496E-1,2.679128723E0
2.740738958E0,1.251697083E0,3.592529297E-3,2.720143433E0
2.750767958E0,5.873785400E-1,-6.902146912E-1,2.556533661E0
2.760796958E0,-8.581654358E-1,-1.633403320E0,2.014061737E0
2.770826958E0,-1.837728424E0,-2.468516693E0,1.581760712E0
2.780855958E0,-2.295027466E0,-2.923420715E0,1.634002075E0
2.790885958E0,-2.637515259E0,-3.446433105E0,1.552721100E0
2.800914958E0,-2.964285736E0,-4.278253326E0,1.263223114E0
2.810943958E0,-3.598217468E0,-6.057752838E0,2.271975403E0
2.820973958E0,-4.129911804E0,-1.153306686E1,4.977000275E0
2.831002958E0,-6.867718506E0,-2.172432404E1,1.099403778E1
2.841031958E0,-1.360281281E1,-3.091251709E1,1.232836304E1
2.851061958E0,-1.779020508E1,-3.643992279E1,5.232518921E0
2.861090958E0,-1.574216400E1,-3.467614059E1,4.691543884E0
2.871120958E0,-9.774374084E0,-2.471061401E1,6.115083618E0
2.881149958E0,-4.504732361E0,-1.674373123E1,1.654359741E0
2.891178958E0,-3.184477844E0,-1.361329102E1,5.963598633E-1
2.901208958E0,-4.459676056E0,-1.343935272E1,4.870870972E-1
2.911237958E0,-6.517297211E0,-1.578497498E1,-2.986289978E-1
2.921267250E0,-7.750582581E0,-1.945758774E1,5.986051941E-1
2.931297250E0,-7.933352509E0,-2.327120728E1,1.609303436E0
2.941326250E0,-8.085585938E0,-2.546145264E1,3.573518829E0
2.951356250E0,-7.605234833E0,-2.341430969E1,4.195176086E0
2.961385250E0,-6.327342224E0,-1.880075363E1,3.304378510E0
2.971414250E0,-5.509443054E0,-1.540701096E1,2.637365570E0
2.981444250E0,-4.743036804E0,-1.289837769E1,2.649490356E0
2.991473250E0,-3.993844757E0,-1.093595856E1,2.859503632E0
3.001502250E0,-3.397185516E0,-9.236093445E0,2.810555420E0
3.011532250E0,-3.063828735E0,-7.678582306E0,2.457589417E0
3.021561250E0,-2.830014954E0,-6.110293579E0,2.131268005E0
3.031591250E0,-2.659818878E0,-4.517006836E0,1.833387451E0
3.041620250E0,-2.392923889E0,-2.961890717E0,1.430275726E0
3.051649250E0,-1.944905548E0,-1.454375610E0,9.897418213E-1
3.061679250E0,-1.291514282E0,-9.385482788E-2,9.141490173E-1
3.071708250E0,-6.795867920E-1,8.901988220E-1,1.075962524E0
3.081737250E0,-3.909869385E-1,1.250948639E0,1.126707001E0
3.091767250E0,-4.096980286E-1,1.332978058E0,9.909393311E-1
3.101796250E0,-4.912783813E-1,1.259929962E0,5.998027039E-1
3.111826250E0,-6.468049622E-1,1.086740112E0,3.541635132E-1
3.121855250E0,-7.960446167E-1,8.390052795E-1,3.143463135E-1
3.131884250E0,-9.550140381E-1,7.590715027E-1,2.502795410E-1
3.141914250E0,-9.551637268E-1,5.855822754E-1,2.056723022E-1
3.151943250E0,-9.780661011E-1,4.748126221E-1,2.582130432E-1
3.161973250E0,-9.797126770E-1,4.839436340E-1,5.764512634E-1
3.172002250E0,-8.265811157E-1,5.815406799E-1,1.091979218E0
3.182031250E0,-4.574487305E-1,6.710545349E-1,1.783092041E0
3.192061250E0,-1.953437805E-1,7.629634094E-1,2.254611511E0
3.202090250E0,-1.194515991E-1,8.369096375E-1,2.163600769E0
3.212119250E0,-9.999206543E-2,7.664062500E-1,1.763183441E0
3.222149250E0,-2.802172852E-1,-9.714797974E-2,9.854008484E-1
3.232178250E0,-9.237290955E-1,-1.493743744E0,5.695655823E-1
3.242208250E0,-1.265318756E0,-2.335593109E0,1.053808594E0
3.252237250E0,-1.539847870E0,-2.711611176E0,1.785636749E0
3.262266250E0,-2.104773102E0,-3.350782013E0,3.677702179E0
3.272296250E0,-3.309617615E0,-5.488935699E0,8.133186951E0
3.282325250E0,-6.519991608E0,-1.327918579E1,1.421414154E1
3.292354250E0,-1.293400360E1,-2.690520035E1,1.790890823E1
3.302384250E0,-1.874926071E1,-3.553250977E1,9.770033112E0
3.312413250E0,-1.634151764E1,-3.704526398E1,2.422562256E0
3.322443250E0,-1.061337936E1,-2.957774277E1,2.416275330E0
3.332472250E0,-7.044949951E0,-1.857187958E1,1.812281342E0
3.342501250E0,-5.017565918E0,-1.241443405E1,1.274898834E0
3.352531250E0,-5.247188416E0,-9.431586914E0,-3.294648743E-1
3.362560250E0,-5.056934052E0,-8.607400818E0,5.173242188E-1
3.372589250E0,-4.824467468E0,-1.237581436E1,1.373543701E0
3.382619250E0,-6.104755096E0,-1.864328110E1,-1.808239746E-1
3.392648250E0,-7.805967407E0,-2.410871567E1,2.009271698E0
3.402678250E0,-9.553433533E0,-2.771726166E1,5.443580017E0
3.412707250E0,-9.948761444E0,-2.633907761E1,4.810696106E0
3.422736250E0,-8.017178192E0,-2.038715469E1,3.312312012E0
3.432766250E0,-6.210135956E0,-1.613315094E1,2.644251251E0
3.442795250E0,-4.842280426E0,-1.333187622E1,3.009641418E0
3.452824250E0,-3.668122101E0,-1.144175674E1,3.734883270E0
3.462854250E0,-2.699486389E0,-1.029813492E1,3.848646698E0
3.472883250E0,-2.368075562E0,-9.239835663E0,3.208877106E0
3.482913250E0,-2.293380890E0,-7.893834686E0,2.496658173E0
3.492942250E0,-2.206711121E0,-6.242468719E0,2.022144928E0
3.502971250E0,-1.999092865E0,-4.475243683E0,1.531165924E0
3.513001250E0,-1.843566284E0,-2.697241058E0,9.699829102E-1
3.523030250E0,-1.714534607E0,-9.493258667E-1,6.454577637E-1
3.533060250E0,-1.602118378E0,5.457650757E-1,6.125262451E-1
3.543089250E0,-1.528920593E0,1.474433899E0,7.214996338E-1
3.553118250E0,-1.727856903E0,1.713786163E0,5.818400574E-1
3.563148250E0,-1.910926208E0,1.627565460E0,2.058219910E-1
3.573177250E0,-1.903890839E0,1.477427673E0,-1.451980591E-2
